31, Metode membersihkan produk minyak dan minyak dan menghancurkan fluoresensi mereka
32, Cara untuk membentuk warna coklat pada serat bubur kubik dan turunan tunai serupa
33, Cara mengkonjugasikan batang dalam log
34, leveler untuk referensi tanpa memindahkan pengamat selama leveling dari tengah
35, Tanda Pencetakan dari Piring Kaca
36, Koridor Multi -Chamber Carriageway.
37, Mesin menulis
38, Metode penyempitan produk cast -onon
39, Mesin untuk pembuatan kuku kawat
40," Perangkat dengan jarum untuk membersihkan tipe dapur ""primus"""
41, Raungan mekanis
42, Perangkat untuk meningkatkan arus mikrofon menggunakan self -induction
43, Roda roda gigi dengan ganti pelek roda gigi
44, Perangkat untuk menenun bingkai kawat untuk batu berlubang beton bertulang
45, Gaya beton diperkuat untuk meletakkan dinding
46, Metode Bintang Manufaktur untuk Rut Harrow Prancis
19, Metode pembuatan resistensi listrik dengan menekan lapisan konduktor pada permukaan isolator
21, Peralatan drop -up untuk seeders biasa
32, Metode untuk pembentukan warna coklat pada serat bubur kubik dan turunan tunai serupa
47, Metode pembersihan sulfat tanah liat dari besi
48, Perangkat untuk pembongkaran platform kereta api satu sisi otomatis
49, Metode kertas perekat tanaman dan hewan campuran
50, Perangkat untuk meluruskan arus multi -fase
51, Cara untuk menekan tempat tinggal yang tidak tahan terhadap sampel hidrolik
52, Perangkat untuk menghilangkan efek gangguan dari sistem listrik pembakar mesin pembakaran internal pada penerimaan radio
53, Venikrogen
54, Modifikasi perangkat untuk mendapatkan tayangan stereoskopis dari dua gambar dari berbagai skala
55, Perangkat penguat ganda dengan lampu katoda
56, Perangkat untuk kaset yang melepas dengan biji saat meletakkannya di tanah
57, Suatu metode untuk mendapatkan warna hijau zaitun pada serat dengan membentuk nikel pernis
58, Metode oksidasi rantai samping hidrokarbon aromatik dan turunannya dalam asam dan aldehida
59," Perangkat untuk mendinginkan uap air cairan yang mendidih di atas air, digunakan untuk pemisahan campuran cairan selama distilasi dengan deflamp"
60, Metode mendapatkan asam laktat
61, Perangkat untuk Menyortir Batubara
62, Metode jaringan lukisan
63, Metode persiapan pewarna sulfat dengan warna pelindung
64, Konverter oli
65, Perangkat yang dapat dilipat untuk berguling -guling di atas roda roda roda roda
66," Perangkat untuk menghubungkan balok tangan dengan pipa atau lengan, yang berfungsi untuk memasang pegangan"
67, Perangkat untuk mendapatkan bidikan stereo kinematografi
68, Suatu metode untuk mendapatkan campuran alkaloid opium (Pantopon) dari ekstrak opium dengan kandungan morfin apa pun
69, Metode mempersiapkan produk makanan dari konsistensi seperti pembuangan
70, Katrol Kayu
71, Kastil sakelar kontrol
72, Dapur pasangan panas
73, Metode persiapan gula halus untuk pengeringan
74," Perangkat dalam sentrifugasi untuk mengatur jumlah cairan atau gas yang tersisa dalam material yang diperlakukan dalam bentuk, terutama saat pemintalan refinade"
75, Falts Tile
76, Perangkat yang dirancang untuk terbang
77, Pipa keturunan dengan bendungan
78, sepasang perangkat kopling otomatis untuk kereta kereta api
79, Kabinet pengeringan silinder dengan dinding ganda
80, Minyak tetesan dengan tingkat oli konstan
81, Kompas gunung
82, Mesin untuk memisahkan bahan curah dan menempatkannya menjadi penerima
83, Tombol
85, Perangkat untuk meluruskan kapal yang terbalik ke samping dan tenggelam dari pantai
86, murid untuk mengerjakan mesin penulisan
87, Peat yang peduli dengan pistol penggilingan berputar
88, Koneksi selang
89," Metode untuk menyebarkan salinan gambar, teks, dll."
90, Dua -silinder api api
91, alat pemadam kebakaran
92, Pemadam kebakaran otomatis
93," House Plate, melayani secara bersamaan untuk menunjukkan nama nomor jalan dan rumah dan untuk menerangi area jalan yang berdekatan"
94, Economizer
95, Perangkat pembersih uap dari jelaga dalam tabung pengukus di boiler mesin
96, Perangkat untuk menulis untuk meningkatkan stok tinta di atasnya dan mengurangi kecepatan pengeringan mereka
97, Bolpoint yang marah untuk kereta kereta api
98, Dapur Alkohol Jalan
99, Perangkat yang menutup sirkuit sinyal dengan peningkatan suhu
100, kelongsong tungku dalam ruangan
101, Perangkat untuk merekam fenomena suara pada permukaan fotosensitif
102, Konveyor untuk mengangkut gerbong komoditas di sepanjang jalur trem
103, Regulator katup untuk lokomotif uap
104, Tabel penghitungan
106, Meter Lightelectric Length dan Area
107, sektor penghitungan
108, Perangkat untuk menghentikan Muli Dobson dan Barlow saat Anda berolahraga
109, Katrol untuk gigi kabel
110, Perangkat yang secara otomatis merekam jalur yang ditularkan
111, berbicara bioskop
112, Roda pemintalan berputar
113, Metode pemrosesan wol kasar pada berbagai peralatan untuk wol merino
114, Metode untuk mendapatkan borneol dari FIR atau dll.minyak
115, Mesin osilasi dolly kejut
116, Metode untuk mendapatkan basa bensin
117, Peralatan untuk pengujian ragi roti yang ditekan
118, Perangkat untuk produksi massal pola
119, Metode menerima kapur barus
120, Atap yang terbuat dari lempengan tanah liat yang terbakar dengan penguatan mesh kawat
121, Gelanggang Rusuk
122," Diagram belitan rotor untuk memulai mesin induksi tanpa bantuan rheostat, menggunakan prinsip pembungkus anti -udara saat menyentuh mesin dari tempat tersebut"
123, Perangkat untuk menandai untuk mengurutkan dan memotong bahan hutan
124, Perangkat untuk pemotretan radiometrik
125, Bajak dengan drum penggilingan untuk melonggarkan lapisan
126, Mesin sayuran revolusioner kejut
127, Cara untuk mendapatkan opium morfin
128, Pemisah-Centrofuga dengan produksi produk berkala
129," Metode menerapkan resonansi kapasitor, dihubungkan dengan cara tertentu secara paralel dengan belitan transformator, yang memberikan tegangan pada anoda lampu generator"
130, Pembudidaya Disk Terbalik untuk Traksi Kabel
131, Cara untuk mendapatkan produk kondensasi betanaphtol dengan formaldehida
132, Cara untuk mendapatkan pernis yang tidak larut dari pewarna utama dalam zat dan pada serat
133, Panggangan tungku untuk bahan bakar multi -zero
134, Jubah untuk tujuan profesional
135, Metode permukaan mengemudi perangkat pemanas untuk meningkatkan perpindahan panas
136, Regulator mesin berliku di instalasi listrik angin
137, Metode menyiapkan bahan isolasi konstruksi
138, Perangkat untuk menentukan gaya hisap tanah
139, Metode irigasi bawah tanah menggunakan pipa
140, Cara mengeras gergaji
141, Bahan Bakar dengan Tuli -Naught
142, Spindle Rogulny
143, Mesin memutar untuk tali dan sebagainya.
144, Perangkat untuk transmisi listrik gambar tanpa kabel
145, Peredam untuk tungku Rusia
146, Perangkat yang meningkatkan jumlah revolusi roda bergerak dari lokomotif uap
147, Gulungan geser kukus dengan piston meluncur di sepanjang goyang dan pistonnya keras kepala
148, Gulungan kukus geser dengan bergerak di atas batu dengan piston di antara mesin cuci yang keras kepala
149," Angkat untuk membongkar dan memuat tongkang dengan log paduan, kayu bakar, dll."
150, poros engkol kayu
151, Two -hot Hanging Road
152, Cara membentuk nitrogen pada serat
153, Spool beruap (bypass)
154, Cara untuk menyiapkan batu bata untuk lapisan tungku yang disajikan untuk mendapatkan garam natrium natrium-sodium natrium
155, Perangkat kabel untuk mengangkat dan menggerakkan badan curah dan terfragmentasi
156, Roda kru elastis
157, Jerami
158, Sistem traksi mekanis
159, Relay katoda
160, Garis penghitungan untuk menghitung volume pekerjaan tanah
161, Vaga untuk mendorong kruk dari tidur
162, pengikat pantat kayu
163, Perangkat pantat kayu
164, Cara untuk mendapatkan olifa pengganti
165, Perangkat untuk menemukan benda logam
166, Sepatu rel
167, Perangkat untuk sembelit
168, Perangkat yang menggantikan tali sinyal
169, Kunci pas ganda universal
170, Perangkat untuk mengirimkan gambar fotografi ke kejauhan
171, Perangkat untuk mengirimkan gambar ke kejauhan
172, Perangkat untuk memutar gambar pada film fotosensitif melalui klise menengah dalam metode transmisi fotoelektrik gambar ke kejauhan
173, mesin gino-pryadil
174, Cara untuk menempelkan domba ke benteng vaters basah
175, Perangkat manual untuk menekuk tepi logam lembaran
176, Perangkat untuk menghilangkan salju dari rel kereta api
177, Basis Mekanisme Steaminer
178, Metode memperoleh kodein
179, Log untuk memindahkan satu rut di kedua arah
180, Dapur yang hancur
181, Ski air
182, Pakaian Zerodil
183, oven pembakaran sampah portabel
184, Kompor portabel
185, Metode memperkuat ban pneumatik dari lapisan pengaman atau manset di bawah ban pneumatik
186, Menusuk musim semi ke mesin tenun
187, kumparan induksi
188, Piston untuk rem udara dengan udara terkompresi
189, Nourishing Crane untuk Tangki Kereta Carriage
190, Akselerator rem udara selama pengereman darurat
191, Perangkat rem otomatis kontinu dengan udara terkompresi
192, Mobil Camber untuk Rem Udara
193, Perangkat untuk gradasi tekanan di pasokan udara rem udara
194, Pengemudi pengemudi untuk rem otomatis dengan udara terkompresi
195, Regulator tekanan untuk rem otomatis dengan udara terkompresi
196, Perangkat Pole -Cleaning ke Mesin Trepal
197, Cara untuk membuang alkalon bekas dari boiler pabrik penyamakan
198, Tiang kisi lipat
199,Dokumen Tidak Tersedia
200, Mesin pemuliaan gila untuk memproses kemiringan tanaman ray
201, Perangkat bergizi ke kendaraan trepal untuk sinar
202, Adaptasi ke mesin tebu untuk berhenti melilitkan gulungan
203," Pers filter eksentrik untuk mendorong massa gambut yang telah mengalami koagulasi, dll.bekerja"
204," Pers filter rotasi untuk mendorong massa gambut yang telah mengalami koagulasi, dll.bekerja"
205, Kunci akustik otomatis
206, Metode hidrolik ekstraksi gambut
207, Mesin untuk pembuatan dari hutan tongkat bundar
208, Transmisi hidrolik atau pneumatik
209, Pasangkan tuas jack
210, Mesin cuci untuk Felt
211," Metode untuk memproduksi bensin dan produk lain dari minyak, residu minyak, dll."
212, Perangkat untuk merekam getaran suara
213, Qulisa untuk transformator fotografi dan mesin pembesar
214, Perangkat untuk mengekstraksi dan memutar parit
215, pandai besi
216, Perangkat untuk menggantung gerobak saat mengangkat kereta yang keluar dari rel
217, Two -Layer Millstones Buatan
218, Perangkat pengukur gaya suara
219, Perangkat untuk merekam gelombang suara
220, Windmill banyak mesin katup
221, Metode untuk membuat kunci kunci dengan lubang untuk keyboard dari satu kosong menggunakan stamping dan broach
222, Mobil Batu
223, Metode memperbaiki jatah objek aluminium yang rusak
224, Foto untuk karyawan peralatan untuk transmisi ke jarak gambar
225, Perangkat sinkronisasi untuk peralatan yang berfungsi untuk mengirimkan gambar ke jarak
226," Perangkat portabel untuk memotong lubang bundar, dll.Pekerjaan"
227, Rotasi Calun
228, Perangkat untuk beban tender dengan kayu
229, Perangkat untuk memasok air ke boiler uap
230, Saluran Kompor-Dryer
231, Mesin untuk menghilangkan batu tanah
232, peralatan memutar dan sewa
233, Peralatan keren
234, Peralatan keren
235, Ban logam elastis untuk roda sepeda
236, Mesin cetak kaca -grafik dengan pedal kaki
237, Steps for Stumping Stumps
238," Troli tangan untuk kargo, berubah menjadi kereta luncur"
239, Pompa Kolovratic dengan piston cincin dipindahkan oleh eksentrik
240, Kompor Rusia
241, Jalan yang ditangguhkan dengan kambing satu kaki tunggal
242, Hutan pengangkat logam
243," Log untuk jalan gantung kabel, portabel secara radial di sekitar dukungan pusat"
244, Perangkat pemanas untuk pemanasan sentral
245, Mesin linomik
246, Boiler
247, Perangkat untuk Kartogram
248, Gerobak kayu dengan tubuh yang dipasang pada tremor elastis
249, siaran yang dirancang untuk telepon dengan arus arus cepat
250, Relay katoda
251, Metode modulasi untuk radiotelephone
252, Perangkat terjemahan telepon
253, Perangkat untuk mengukur sudut kemiringan
254, balap untuk mesin tenun
255, bip
256, Perangkat pisau ke mesin kartu roller
257, Perangkat untuk memanaskan air di sekitarnya
258, Ujung utama untuk casing yang digunakan dalam pembuatan tumpukan beton di tanah
259, Penguatan untuk tumpukan dan rak beton bertulang
260, Perangkat untuk gangguan berkala dari sirkuit listrik jika terjadi kelebihan beban
261," satu, dilengkapi dengan crusher, gambut pers"
262, Sakelar otomatis untuk menulis tanda lampu
263, Railway Snowlower hingga kedalaman tiga depa
264, Pemain salju kereta api
265,Dokumen Tidak Tersedia
266, Metode pemanasan katoda setara dalam relai vakum elektronik
267, Meter termal dari kekuatan saat ini
268," Cara membuat pipa fleksibel untuk cairan (selang api, dll.)"
269, Pisau untuk memotong sol sepatu luka
270, Perangkat untuk mengurangi traksi asap lokomotif uap
271, Dudukan percikan untuk lokomotif uap
272, Lokomotif uap dengan perangkat untuk kontrol otomatis pasokan dan distribusi bahan bakar di Firebox -nya
273,Dokumen Tidak Tersedia
274,Dokumen Tidak Tersedia
275,Dokumen Tidak Tersedia
276,Dokumen Tidak Tersedia
277,Dokumen Tidak Tersedia
278,Dokumen Tidak Tersedia
279,Dokumen Tidak Tersedia
280,Dokumen Tidak Tersedia
281,Dokumen Tidak Tersedia
282,Dokumen Tidak Tersedia
283,Dokumen Tidak Tersedia
284,Dokumen Tidak Tersedia
285,Dokumen Tidak Tersedia
286,Dokumen Tidak Tersedia
287,Dokumen Tidak Tersedia
288,Dokumen Tidak Tersedia
289,Dokumen Tidak Tersedia
290,Dokumen Tidak Tersedia
291,Dokumen Tidak Tersedia
292,Dokumen Tidak Tersedia
293,Dokumen Tidak Tersedia
294,Dokumen Tidak Tersedia
295,Dokumen Tidak Tersedia
296,Dokumen Tidak Tersedia
297,Dokumen Tidak Tersedia
298,Dokumen Tidak Tersedia
299,Dokumen Tidak Tersedia
300,Dokumen Tidak Tersedia
301, Perangkat untuk mengoreksi foto medan
302, Perangkat Peofing
303, Rem otomatis ke gramofon
304, Boiler uap dengan sekrup uap -Former
305, pemegang log dengan rif
306, Peralatan telepon dan ekspresi
307, Perangkat untuk memanggang roti cetakan dalam tungku mekanis dengan pod geser tanpa pelumasan bentuk dengan zat lemak
308, Mekanisme distribusi untuk mesin uap
309, Poros poros sedang
310, Perangkat untuk memotret dengan foto-foto gumpalan dari tripod
311, Metode mempersiapkan massa untuk pensil
312, Metode untuk memproses kulit
313, Cara mendapatkan arang
314, Makanan
315, Metode pemurnian di tengah orthotoluolufoils
316, Suatu metode untuk menyatukan sulfoklorida cair dari seri aromatik
317, Perangkat untuk merobek adonan karavaan
318, Metode gigi seri berbentuk manufaktur untuk penyok
319, Perangkat untuk menentukan sinyal radio dari lokasi subjek yang bergerak
320, Perangkat untuk pemanasan udara dengan gas buang dan mesin
321, Karburator dipanaskan oleh gas yang dikembangkan untuk mesin pembakaran internal
322, Peralatan pemutus es
323, Perangkat untuk representasi visual dari sifat -sifat kurva 2 dari urutan (gambar yang dapat dipindahkan mekanik)
324, Telepon yang hanya menanggapi arus yang masuk
325, mesin air
326, Kotak api oli untuk tungku dalam ruangan
327, Bypass Valve untuk lokomotif uap
328, Metode pemrosesan paduan tembaga dan seng (kuningan)
329, BUKU UNTUK ROWWAY ROLLING STOCK
330, Pipa katoda coklat
331, Kunci gantung overhead
332, Perangkat yang menemukan upaya untuk membuka kastil
333, Siaran telepon dengan lampu katoda
334, Cara memperoleh resonansi akustik buatan
335, Metode mendapatkan pewarna sulfur coklat
336,Dokumen Tidak Tersedia
337, Jalur sepatu rem
338, Koper Castle Sinyal
339, Mesin tenun manual
340, Metode pemanasan udara pemanas
341, Kartu
342, Mesin trepal untuk memproses sinar
343, Perangkat bergizi ke mesin trepal untuk sinar
344, Cara mendapatkan rumput cair untuk pewarna utama
345, Metode untuk membuat string
346, Perangkat listrik untuk mencegah pembentukan presipitasi padat di dalam boiler uap dan perangkat logam lainnya
347, Gateway Multi -Chamber Caisson Atas
348, Siaran telepon dengan rantai lokal untuk menghancurkan aksi terbalik mikrofon
349, Metode menyusun kereta
350, Metode menyiapkan salep yang konsisten
351, Arena kayu
352, Kapal
353, Jaringan radio tertutup dengan beberapa kontur dan dengan satu titik dukungan yang tidak bergerak
354, Samovar-Coffeery
355, Perangkat untuk meningkatkan gaya kopling traksi lokomotif uap dan gerobak lainnya
356," Perangkat untuk menyalakan dan mematikan kopling gesekan secara bertahap dalam kru mandiri, dll."
357, katup
358, Klip traksi kabel
359, Metode mendapatkan hidraselulosa
360, Cara untuk menyiapkan massa buatan dari produk kondensasi fenol dengan aldehida
361, Suatu metode untuk mendapatkan produk penyegelan fenol dengan aldehida
362, Suatu metode untuk memperoleh dan menggunakan produk kondensasi fenol atau ahli homolognya dengan aldehida
363, Suatu metode untuk mendapatkan benzonaftol
364, Cara untuk mendapatkan sabun
365, Mesin untuk memotong gigi di puncak
366, Self -Untloading Railway Platform
367, Metode mengemis klise kosong untuk bor spiral
368, Paul Generative Firebox untuk membakar gambut basah
369, Perangkat Pembakaran Minyak
370, roda yang dapat dilipat
371, Transmisi hidrolik yang dapat berfungsi sebagai pompa
372, Meter elektromagnetik sirkuit listrik
373, Perangkat untuk penerimaan dan transmisi secara simultan dengan radiotelephone
374, Perangkat untuk telepon di kabel arus frekuensi tinggi
375, Mesin kosong manual
376," Generator gas untuk kayu bakar, gambut dan bebek"
377, Perangkat untuk mendapatkan uap air dan membawanya ke dalam ketebalan bahan bakar pembakaran
378, Pembangkit listrik tenaga angin
379, pengintai
380, Sepeda yang digerakkan oleh kekuatan
381, Kereta gantung yang ditangguhkan
382, Mirror Stereoovizir
383, Tungku Kamar Seluler
384, Mesin berliku CRIEF
385, Platform self -untloading
386, Menghitung Jalur Akuntansi
387, Peralatan gas gas untuk bekerja di piston atau mesin turbin
388, Level Gelembung
389, Lift Hidrolik
390, Perangkat irigasi untuk lokomotif uap
391, mesin sitzenaby
392, Perangkat untuk menerapkan titik dan segitiga ke gambar titik
393, Transporter
394, Metode mentransmisikan sinyal telegraf radio
395,Dokumen Tidak Tersedia
396," Perangkat untuk mengangkat punggungan yang jatuh di linen, rami, dll.produksi"
397,Dokumen Tidak Tersedia
398, Perangkat untuk mematikan sirkuit listrik generator katoda
399,Dokumen Tidak Tersedia
400, Metode perekaman fotografi getaran suara
401, Kotak api oli untuk tungku dalam ruangan
402,Dokumen Tidak Tersedia
403, Cara untuk memasukkan penguat dalam siaran
404, Penguat katoda dengan kontur menengah dan sakelar baterai untuk rantai kisi
405, Perangkat untuk mengirimkan gambar objek yang tidak bergerak dan bergerak
406, Lampu pijar listrik dengan dua benang
407, Troli tangan untuk iklan
408, penguat mikrofon-telphus-cathode
409, Metode modulasi untuk radiotelephony
410, Perangkat anoda lampu katoda
411, Cara untuk memperkuat elektroda dalam lampu katoda
412, Metode menggunakan garam meja dalam penangas pengerasan pemanas pada suhu tinggi
413,Dokumen Tidak Tersedia
414, tumbuk
415,Dokumen Tidak Tersedia
416, Perangkat untuk Tartania Otomatis
417, Boiler uap tubular untuk pemanasan sentral
418, Metode impregnasi pohon
419, Perangkat untuk pemurnian air limbah biologis
420, Perangkat untuk memanaskan udara dengan panasnya udara yang terbuka
421, Sakelar Kastil Kontrol
422, Sakelar Kastil Kontrol
423, Segel Minyak Labirin yang Berdiri Diri
424, Metode menyiapkan anggur roti
425,Dokumen Tidak Tersedia
426, Metode menyeimbangkan massa yang bergerak dari mesin piston dengan dua piston penghitungan di setiap silinder
427, Metode menyeimbangkan massa yang bergerak dari mesin piston
428, Metode untuk mendapatkan asam sulfo dari minyak minyak
429, Metode untuk mendapatkan produk yang dibentuk dicat dari resin alami atau buatan yang dilengkapi dengan pola dicat
430, Vagran yang dapat dilipat
431, Perangkat untuk menjaga dan melindungi diafragma dalam kotak mikrofon
432,Dokumen Tidak Tersedia
433, Kompor toko roti seluler
434," Indikator stasiun arah keberangkatan kereta, dll."
435, Suatu metode untuk mendapatkan produk pemadatan formaldehida formaldehida yang tidak larut dengan fonol dengan fonol
436,Dokumen Tidak Tersedia
437, Cara pemilihan serat
438, Metode memperkaya bijih oksigen dengan mengguncang busa
439, Cara untuk menyiapkan komposisi peledak plastik
440, Metode pengayaan bijih
441, Peralatan Kinematografi
442, Ornito-Gicopter
443, Perapian kecepatan tambang dengan gril rantai untuk gambut
444, Kopling gesekan dengan kecepatan rotasi variabel
445,Dokumen Tidak Tersedia
446, Metode impregnasi
447,Dokumen Tidak Tersedia
448, Koronez untuk tunggul
449, Perangkat Kopling Otomatis
450, Mesin pembakaran internal
451,Dokumen Tidak Tersedia
452, Perangkat untuk mengubah pergerakan piston mesin menjadi pergerakan rotasi poros
453, Perangkat untuk memperkuat arus melalui lampu katoda
454, Perangkat otomatis untuk mendaftarkan jumlah celana pendek
455, Salju bermain ski untuk pesawat terbang
456, Rel mobile untuk melintasi rel kereta api
457, Perangkat untuk menggambar bagian kerucut
458, Adaptasi untuk memanaskan tungku dengan minyak
459, Perangkat untuk pengujian mekanis sinar
460," Metode untuk mendapatkan asam sulfo dari nasib minyak, minyak mineral, parafin atau serezin, asam asam"
461, Rel Butt
462,Dokumen Tidak Tersedia
463, Perangkat untuk secara otomatis menerjemahkan penembak oleh driver
464, siaran telepon
465, siaran telepon
466, Relai elektromagnetik
467, Detektor Penerima Radio Heterodin
468, Perangkat untuk membagi sudut menjadi tiga bagian
469, Perangkat untuk membuka parasut pada jarak yang diinginkan dari situs keturunan
470,Dokumen Tidak Tersedia
471,Dokumen Tidak Tersedia
472, Perangkat untuk menemukan titik pembangkit dari detektor kontak
473, Cara untuk mengganti peternakan jembatan kayu
474, Volnomer
475, Perangkat untuk mendaftarkan fluktuasi tanah
476," Perangkat listrik untuk perlindungan meja tunai, berdasarkan aksi relay katoda"
477,Dokumen Tidak Tersedia
478, Dua mobil roda untuk membentuk batu bata dari massa gambut yang dituangkan di atas lapangan
479, sembelit untuk pintu gerbong komoditas tertutup
480,Dokumen Tidak Tersedia
481,Dokumen Tidak Tersedia
482, Penerima telegraf elektromagnetik
483, Metode menghasilkan arus bolak -balik
484, Metode menghasilkan arus bolak -balik
485, Perangkat untuk kontrol kecepatan kereta otomatis
486, Perangkat untuk kontrol kecepatan kereta otomatis
487, Crenometer
488, Metode dan perangkat untuk pemeriksaan akustik lapisan duniawi
489, Berdiri untuk lampu listrik desktop
490, Penerima Regeneratif
491, lebih ringan bensin
492, penguat katoda
493, Lampu katoda dengan pemanasan eksternal
494, alat sekolah
495, Kompor sampah
496,Dokumen Tidak Tersedia
497, Kunci mortise dengan perangkat rahasia untuk pementasan di posisi ekstrem
498, Flax -Gunner Vyyalka
499, Tangga Lipat (Penyerangan)
500, Metode mencuci lemak dan minyak berlemak
501, Perangkat untuk mendapatkan gambar kinematografi atau untuk mendesainnya di layar menggunakan peralatan fotografi atau lampu ajaib
502, Mug yang diukur untuk tubuh cair
503, Lantern Listrik - Perangkat Uji
504, Cara untuk mendapatkan selulosa dari batang kapas
505, Cara untuk mendapatkan selulosa dari batang kapas
506, Metode untuk mendapatkan massa kertas dari batang kapas
507, Cara untuk mendapatkan olifa atau massa untuk membuat pernis
508, Suatu metode untuk pelepasan asam sulfo dari minyak minyak
509, Perangkat inersia-akumulatif untuk membuka dan menutup rana piston
510,Dokumen Tidak Tersedia
511,Dokumen Tidak Tersedia
512,Dokumen Tidak Tersedia
513,Dokumen Tidak Tersedia
514,Dokumen Tidak Tersedia
515, Kartu pos atau amplop
516, Katup pengurangan atau pengaman dengan diafragma yang dimuat dengan pegas atau beban
517,Dokumen Tidak Tersedia
518, Metode dan mesin untuk mempersiapkan dalam satu teknik kertas di kedua sisi dan di seberang kertas
519, Perangkat pemurnian air limbah
520, Metode memperkaya bijih dengan flotasi (bertobat) dengan penambahan minyak
521, Grille Grille untuk Generator
522, Mesin kejut seluler
523, Mesin untuk produksi penggalian
524,Dokumen Tidak Tersedia
525, Teleskop
526, Perangkat bersepeda untuk berputar
527, Perangkat untuk mendapatkan pemandangan cahaya di layar transparan
528, Pemegang gambar untuk mempertimbangkan bidikan stereoskopis
529, Rana aksi tinggi listrik untuk peralatan yang mengirimkan gambar ke jarak
530, Mesin spaloretis
531, Perangkat untuk mengekstraksi hutan yang ditebang dari area pemotongan
532,Dokumen Tidak Tersedia
533,Dokumen Tidak Tersedia
534, Sakelar bersih untuk mengubah arah rotasi motor listrik
535,Dokumen Tidak Tersedia
536, Mortar
537, Fokus Dapur
538, Penerima Radio
539,Dokumen Tidak Tersedia
540, Elemen Galvanik
541, Metode untuk memproses hamburan dengan mudah dan tidak mengeringkan gambut dengan sela-sela khusus dengan alkali encer
542, Masonry dari dinding bata dinding
543, Perangkat untuk dinding lipat sisi pembukaan troli
544, Sirkuit switching
545, Alat musik dengan pelat logam yang terdengar dan keyboard manual
546,Dokumen Tidak Tersedia
547, Kompor kamar
548,Dokumen Tidak Tersedia
549,Dokumen Tidak Tersedia
550,Dokumen Tidak Tersedia
551, Workwoman of Steam Turbine
552,Dokumen Tidak Tersedia
553, Kincir angin
554, Kincir angin
555, berderak
556, biola
557, Oven mandi besi
558, Termometer
559, perangkat untuk merekam dan bermain suara
560,Dokumen Tidak Tersedia
561, Penerima Regeneratif
562, Penerima Regeneratif
563,Dokumen Tidak Tersedia
564," Perangkat untuk gambar mekanis proyeksi aksonometri, angka simetris, gambar yang dikonversi dan untuk menyalin gambar"
565,Dokumen Tidak Tersedia
565,Dokumen Tidak Tersedia
565,Dokumen Tidak Tersedia
566, Interrupter listrik dengan pendingin udara
567,Dokumen Tidak Tersedia
568, Kotak api oli untuk tungku dalam ruangan
569,Dokumen Tidak Tersedia
570, Kastil Rahasia
571," Fokus untuk memasak massal, roti roti dan air mendidih"
572, Perangkat pelepasan air limbah di sungai
573, Boiler pemanas air dengan air internal terlalu panas untuk mendorong sirkulasi pada jaringan dan dengan pengontrol suhu luar boiler
574, Perangkat untuk mengajarkan perilaku yang benar dari busur pada alat busur
575,Dokumen Tidak Tersedia
576, Perangkat untuk menyalakan rantai generator katoda
577,Dokumen Tidak Tersedia
578," Metode untuk mendapatkan serat dari daun agav, yukkatsa dan sebagainya."
579, Perangkat keamanan dari keberangkatan antar -jemput di mesin tenun
580, Turbin uap disk
581," Car-sani, bergerak melalui rantai tanpa akhir"
582, Pointer Stasiun Otomatis
583, Perangkat otomatis untuk memadamkan api
584,Dokumen Tidak Tersedia
585," Perangkat untuk melindungi boiler uap, economizer, boiler, dll.Perangkat dari korosi dengan udara dilarutkan dalam air nutrisi"
586, Generator dengan drive untuk lampu listrik manual
587,Dokumen Tidak Tersedia
